season,name,position,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,GW,form,home_team,away_team
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,2,0,0,0,0,2021-08-14 14:00:00+00:00,0,0,0,0,0,0,15789,2,1,0,0,0,0,0,55,0,1,0,Burnley,Brighton
2021-22,Aaron Connolly,FWD,0,0,-2,0,1.1,72,12,0,0,0.5,0,2021-08-21 16:30:00+00:00,45,0,0,0,0,0,15599,0,2,6,1,-1682,1899,3581,55,0,2,0,Brighton,Watford
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,22,0,0,0,0,2021-08-28 14:00:00+00:00,0,0,0,0,0,0,15457,2,0,0,0,-737,2897,3634,55,0,3,0.05,Brighton,Everton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,32,0,0,0,0,2021-09-11 14:00:00+00:00,0,0,0,0,0,0,12065,1,0,0,0,-3682,1857,5539,54,0,4,0.033,Brentford,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,42,0,0,0,0,2021-09-19 13:00:00+00:00,0,0,0,0,0,0,9659,1,2,0,0,-2548,301,2849,54,0,5,0.025,Brighton,Leicester
2021-22,Aaron Connolly,FWD,0,0,2,0,0.3,72,54,0,0,0.1,0.2,2021-09-27 19:00:00+00:00,14,0,0,0,0,0,9738,1,1,0,1,-232,1187,1419,53,0,6,0.025,Crystal Palace,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,61,0,0,0,0,2021-10-02 16:30:00+00:00,0,0,0,0,0,0,9730,0,0,0,0,-141,936,1077,53,0,7,0.025,Brighton,Arsenal
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,78,0,0,0,0,2021-10-16 14:00:00+00:00,0,0,0,0,0,0,10001,0,0,0,0,89,1245,1156,53,0,8,0.025,Norwich,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,83,0,0,0,0,2021-10-23 16:30:00+00:00,0,0,0,0,0,0,9697,4,1,0,0,-334,743,1077,53,0,9,0.025,Brighton,Man City
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,94,0,0,0,0,2021-10-30 14:00:00+00:00,0,0,0,0,0,0,9552,2,2,0,0,-279,957,1236,53,0,10,0.025,Liverpool,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,103,0,0,0,0,2021-11-06 17:30:00+00:00,0,0,0,0,0,0,9352,1,1,0,0,-290,609,899,53,0,11,0,Brighton,Newcastle
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,111,0,0,0,0,2021-11-20 15:00:00+00:00,0,0,0,0,0,0,9292,0,2,0,0,-156,590,746,53,0,12,0,Aston Villa,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,123,0,0,0,0,2021-11-27 17:30:00+00:00,0,0,0,0,0,0,9061,0,0,0,0,-273,377,650,53,0,13,0,Brighton,Leeds
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,136,0,0,0,0,2021-12-01 19:30:00+00:00,0,0,0,0,0,0,9056,1,1,0,0,-50,389,439,53,0,14,0,West Ham,Brighton
2021-22,Aaron Connolly,FWD,0,0,7,0,10.4,72,146,0,0,2.3,2.2,2021-12-04 15:00:00+00:00,35,0,0,0,0,0,9181,1,1,10,1,91,720,629,53,0,15,0,Southampton,Brighton
2021-22,Aaron Connolly,FWD,0,0,5,0,1.3,72,163,1,0,0.2,0,2021-12-15 19:30:00+00:00,60,0,0,0,0,0,9319,1,0,2,2,240,736,496,53,0,17,0.025,Brighton,Wolves
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,182,0,0,0,0,2021-12-26 20:00:00+00:00,0,0,0,0,0,0,13233,0,2,0,0,1137,1774,637,53,0,19,0.075,Brighton,Brentford
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,193,0,0,0,0,2021-12-29 19:30:00+00:00,0,0,0,0,0,0,10670,1,1,0,0,-218,405,623,53,0,20,0.075,Chelsea,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,205,0,0,0,0,2022-01-02 14:00:00+00:00,0,0,0,0,0,0,10194,3,2,0,0,-388,490,878,53,0,21,0.075,Everton,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,212,0,0,0,0,2022-01-14 20:00:00+00:00,0,0,0,0,0,0,8612,1,1,0,0,-1464,115,1579,53,0,22,0.05,Brighton,Crystal Palace
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,232,0,0,0,0,2022-01-18 20:00:00+00:00,0,0,0,0,0,0,8612,1,1,0,0,-1464,115,1579,53,0,22,0,Brighton,Chelsea
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,227,0,0,0,0,2022-01-23 14:00:00+00:00,0,0,0,0,0,0,8214,1,1,0,0,-623,0,623,53,0,23,0,Leicester,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,250,0,0,0,0,2022-02-12 15:00:00+00:00,0,0,0,0,0,0,7659,2,0,0,0,-169,0,169,53,0,25,0,Watford,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,174,0,0,0,0,2022-02-15 20:15:00+00:00,0,0,0,0,0,0,7659,0,2,0,0,-169,0,169,53,0,25,0,Man Utd,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,253,0,0,0,0,2022-02-19 15:00:00+00:00,0,0,0,0,0,0,7423,3,0,0,0,-220,0,220,53,0,26,0,Brighton,Burnley
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,263,0,0,0,0,2022-02-26 15:00:00+00:00,0,0,0,0,0,0,7264,2,0,0,0,-167,0,167,53,0,27,0,Brighton,Aston Villa
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,276,0,0,0,0,2022-03-05 15:00:00+00:00,0,0,0,0,0,0,7165,1,2,0,0,-124,0,124,53,0,28,0,Newcastle,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,283,0,0,0,0,2022-03-12 12:30:00+00:00,0,0,0,0,0,0,7053,2,0,0,0,-104,0,104,53,0,29,0,Brighton,Liverpool
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,153,0,0,0,0,2022-03-16 19:30:00+00:00,0,0,0,0,0,0,7053,2,0,0,0,-104,0,104,53,0,29,0,Brighton,Spurs
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,301,0,0,0,0,2022-04-02 14:00:00+00:00,0,0,0,0,0,0,6960,0,0,0,0,-62,0,62,53,0,31,0,Brighton,Norwich
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,311,0,0,0,0,2022-04-09 14:00:00+00:00,0,0,0,0,0,0,6930,2,1,0,0,-30,0,30,53,0,32,0,Arsenal,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,327,0,0,0,0,2022-04-16 11:30:00+00:00,0,0,0,0,0,0,6879,1,0,0,0,-47,0,47,53,0,33,0,Spurs,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,295,0,0,0,0,2022-04-20 19:00:00+00:00,0,0,0,0,0,0,6879,0,3,0,0,-47,0,47,53,0,33,0,Man City,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,333,0,0,0,0,2022-04-24 13:00:00+00:00,0,0,0,0,0,0,6838,2,2,0,0,-48,0,48,53,0,34,0,Brighton,Southampton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,350,0,0,0,0,2022-04-30 14:00:00+00:00,0,0,0,0,0,0,6802,3,0,0,0,-37,0,37,53,0,35,0,Wolves,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,353,0,0,0,0,2022-05-07 16:30:00+00:00,0,0,0,0,0,0,6757,0,4,0,0,-42,0,42,53,0,36,0,Brighton,Man Utd
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,363,0,0,0,0,2022-05-15 13:00:00+00:00,0,0,0,0,0,0,6727,1,1,0,0,-31,0,31,53,0,37,0,Leeds,Brighton
2021-22,Aaron Connolly,FWD,0,0,0,0,0,72,373,0,0,0,0,2022-05-22 15:00:00+00:00,0,0,0,0,0,0,6710,1,3,0,0,-20,0,20,53,0,38,0,Brighton,West Ham
2021-22,Aaron Cresswell,DEF,0,0,30,0,17.5,411,9,2,1,9.1,55.8,2021-08-15 13:00:00+00:00,90,0,0,0,0,0,1213434,4,2,18,7,0,0,0,55,0,1,0,Newcastle,West Ham
2021-22,Aaron Cresswell,DEF,0,0,12,0,4.2,411,20,1,0,1.9,8.6,2021-08-23 19:00:00+00:00,90,0,0,0,0,0,1345295,1,4,6,2,21799,76490,54691,55,0,2,0.7,West Ham,Leicester
2021-22,Aaron Cresswell,DEF,1,1,26,0,17.2,411,28,2,0,3.9,20.2,2021-08-28 14:00:00+00:00,90,0,0,0,0,0,1402594,2,2,2,5,24456,117301,92845,55,0,3,0.45,West Ham,Crystal Palace
2021-22,Aaron Cresswell,DEF,0,2,27,1,24.6,411,39,0,0,4.4,10,2021-09-11 14:00:00+00:00,90,0,0,0,0,0,1324980,0,0,9,8,-94228,102407,196635,55,0,4,0.467,Southampton,West Ham
2021-22,Aaron Cresswell,DEF,0,0,15,0,27.3,411,49,2,0,4.3,15.4,2021-09-19 13:00:00+00:00,90,0,0,0,0,0,1265797,2,1,0,1,-69118,53937,123055,55,0,5,0.55,West Ham,Man Utd
2021-22,Aaron Cresswell,DEF,0,0,12,0,25.3,411,56,1,0,5.4,17.2,2021-09-25 14:00:00+00:00,90,0,0,0,0,0,1277017,2,1,11,2,-6873,66555,73428,55,0,6,0.4,Leeds,West Ham
2021-22,Aaron Cresswell,DEF,0,0,16,0,64,411,69,2,0,8.7,22.8,2021-10-03 13:00:00+00:00,90,0,0,0,0,0,1301848,2,1,0,1,13229,81082,67853,55,0,7,0.4,West Ham,Brentford
2021-22,Aaron Cresswell,DEF,0,1,27,1,4.9,411,74,0,0,2.1,16,2021-10-17 13:00:00+00:00,90,0,0,0,0,0,1212093,1,0,0,7,-82860,16857,99717,55,0,8,0.3,Everton,West Ham
2021-22,Aaron Cresswell,DEF,1,3,36,1,15.6,411,90,0,0,4.2,26.8,2021-10-24 13:00:00+00:00,90,0,0,0,0,0,1189983,0,1,0,12,-26094,21125,47219,55,0,9,0.275,West Ham,Spurs
2021-22,Aaron Cresswell,DEF,0,0,13,0,28.2,411,91,1,0,5.1,14.8,2021-10-31 16:30:00+00:00,90,0,0,0,0,0,1308512,4,1,8,2,93320,122335,29015,55,0,10,0.55,Aston Villa,West Ham
2021-22,Aaron Cresswell,DEF,0,0,15,0,2.3,411,110,2,0,1.7,14.6,2021-11-07 16:30:00+00:00,90,0,0,0,0,0,1292130,2,3,0,1,-12767,45408,58175,55,0,11,0.55,West Ham,Liverpool
2021-22,Aaron Cresswell,DEF,0,0,20,0,40.2,411,120,1,0,7.1,30.6,2021-11-20 15:00:00+00:00,90,0,0,0,0,0,1310220,0,1,0,2,6602,56161,49559,55,0,12,0.55,Wolves,West Ham
2021-22,Aaron Cresswell,DEF,0,0,8,0,5.6,411,129,1,0,2.5,11.6,2021-11-28 14:00:00+00:00,60,0,0,0,0,0,1199662,1,2,8,2,-107818,15651,123469,55,0,13,0.425,Man City,West Ham
2021-22,Aaron Cresswell,DEF,0,0,0,0,0,411,136,0,0,0,0,2021-12-01 19:30:00+00:00,0,0,0,0,0,0,1088804,1,1,0,0,-113054,6421,119475,55,0,14,0.175,West Ham,Brighton
2021-22,Aaron Cresswell,DEF,0,0,0,0,0,411,149,0,0,0,0,2021-12-04 12:30:00+00:00,0,0,0,0,0,0,924326,2,3,0,0,-164647,1256,165903,54,0,15,0.125,West Ham,Chelsea
2021-22,Aaron Cresswell,DEF,0,0,0,0,0,411,154,0,0,0,0,2021-12-12 14:00:00+00:00,0,0,0,0,0,0,821067,0,0,0,0,-99090,3009,102099,54,0,16,0.1,Burnley,West Ham
2021-22,Aaron Cresswell,DEF,0,0,0,0,0,411,161,0,0,0,0,2021-12-15 20:00:00+00:00,0,0,0,0,0,0,753488,0,2,0,0,-71817,1344,73161,54,0,17,0.05,Arsenal,West Ham
2021-22,Aaron Cresswell,DEF,0,0,0,0,0,411,189,0,0,0,0,2021-12-26 15:00:00+00:00,0,0,0,0,0,0,645861,3,2,0,0,-43368,1541,44909,53,0,19,0,West Ham,Southampton
2021-22,Aaron Cresswell,DEF,0,0,0,0,0,411,200,0,0,0,0,2021-12-28 15:00:00+00:00,0,0,0,0,0,0,627420,4,1,0,0,-26734,479,27213,53,0,20,0,Watford,West Ham
2021-22,Aaron Cresswell,DEF,0,0,0,0,0,411,204,0,0,0,0,2022-01-01 17:30:00+00:00,0,0,0,0,0,0,587753,3,2,0,0,-42234,1424,43658,53,0,21,0,Crystal Palace,West Ham
2021-22,Aaron Cresswell,DEF,0,0,27,1,24.1,411,179,0,0,4.9,17.2,2022-01-12 19:45:00+00:00,90,0,0,0,0,0,587753,0,2,8,6,-42234,1424,43658,53,0,21,0,West Ham,Norwich
2021-22,Aaron Cresswell,DEF,1,2,36,0,71.1,411,219,3,0,10.9,38,2022-01-16 14:00:00+00:00,90,0,0,0,0,0,581227,3,2,0,6,-15046,19151,34197,53,0,22,0.15,West Ham,Leeds
2021-22,Aaron Cresswell,DEF,0,0,7,0,1.3,411,228,1,0,1,8.4,2022-01-22 15:00:00+00:00,90,0,0,0,0,0,598841,0,1,0,2,14953,23520,8567,53,0,23,0.3,Man Utd,West Ham
2021-22,Aaron Cresswell,DEF,0,2,30,1,25.8,411,235,0,0,5,22.2,2022-02-08 19:45:00+00:00,90,0,0,0,0,0,646632,0,1,2,8,42511,53033,10522,53,0,24,0.35,West Ham,Watford
2021-22,Aaron Cresswell,DEF,0,0,0,0,3.3,411,245,2,0,2.7,3.8,2022-02-13 16:30:00+00:00,90,0,0,0,0,0,665710,2,2,20,0,20152,33926,13774,53,1,25,0.55,Leicester,West Ham
2021-22,Aaron Cresswell,DEF,1,3,27,0,16.8,411,259,1,0,6.3,28.6,2022-02-19 12:30:00+00:00,90,0,0,0,0,0,649373,1,1,18,8,-6429,14809,21238,53,0,26,0.4,West Ham,Newcastle
2021-22,Aaron Cresswell,DEF,0,1,27,1,15.6,411,270,0,0,3.4,15,2022-02-27 14:00:00+00:00,90,0,0,0,0,0,780068,0,1,3,7,54923,65859,10936,53,0,27,0.45,West Ham,Wolves
2021-22,Aaron Cresswell,DEF,0,0,9,0,1,411,274,1,0,0.8,6.8,2022-03-05 17:30:00+00:00,90,0,0,0,0,0,682829,0,1,0,2,-24091,10533,34624,54,0,28,0.575,Liverpool,West Ham
2021-22,Aaron Cresswell,DEF,0,0,12,0,29.4,411,290,0,0,4.3,12,2022-03-13 14:00:00+00:00,56,0,0,0,0,0,686920,1,2,2,1,-155,19966,20121,54,0,29,0.425,West Ham,Aston Villa
2021-22,Aaron Cresswell,DEF,0,0,15,0,14.8,411,298,3,0,4.1,22,2022-03-20 16:30:00+00:00,90,0,0,0,0,0,824387,1,3,4,1,18750,35570,16820,54,0,30,0.45,Spurs,West Ham
2021-22,Aaron Cresswell,DEF,0,2,20,0,3.3,411,309,1,1,4.8,36.2,2022-04-03 13:00:00+00:00,90,0,0,0,0,0,710067,1,2,8,9,-491,15446,15937,54,1,31,0.275,West Ham,Everton
2021-22,Aaron Cresswell,DEF,0,0,15,0,16.8,411,313,2,0,3.9,18.2,2022-04-10 13:00:00+00:00,90,0,0,0,0,0,773869,0,2,4,1,59822,65170,5348,54,0,32,0.325,Brentford,West Ham
2021-22,Aaron Cresswell,DEF,0,0,15,0,18.8,411,329,1,0,5.2,15,2022-04-17 13:15:00+00:00,90,0,0,0,0,0,781129,1,1,18,2,9672,26867,17195,55,0,33,0.3,West Ham,Burnley
2021-22,Aaron Cresswell,DEF,0,0,15,0,1.8,411,335,1,0,1.5,13,2022-04-24 13:00:00+00:00,90,0,0,0,0,0,753338,0,1,0,2,-27000,9050,36050,55,0,34,0.325,Chelsea,West Ham
2021-22,Aaron Cresswell,DEF,0,0,10,0,1.6,411,349,2,0,2.1,19.6,2022-05-01 15:30:00+00:00,90,0,0,0,0,0,743399,2,1,0,0,-11553,8354,19907,55,1,35,0.35,West Ham,Arsenal
2021-22,Aaron Cresswell,DEF,0,0,30,1,19.6,411,360,0,0,3.8,16.2,2022-05-08 13:00:00+00:00,90,0,0,0,0,0,710780,4,0,2,6,-27625,7874,35499,55,0,36,0.125,Norwich,West Ham
2021-22,Aaron Cresswell,DEF,0,0,12,0,0.4,411,369,2,0,1.9,18.4,2022-05-15 13:00:00+00:00,90,0,0,0,0,0,702100,2,2,0,1,-9704,7400,17104,54,0,37,0.25,West Ham,Man City
2021-22,Aaron Cresswell,DEF,0,0,14,0,0,411,373,3,0,0,0,2022-05-22 15:00:00+00:00,90,0,0,0,0,0,722387,1,3,0,1,13248,23347,10099,54,0,38,0.225,Brighton,West Ham
2022-23,Aaron Cresswell,DEF,0,0,16,0,18.7,457,10,2,0,4.1,22,2022-08-07 15:30:00+00:00,90,0,0,0,0,0,266706,2,0,0,1,0,0,0,50,0,1,0,West Ham,Man City
2022-23,Aaron Cresswell,DEF,0,0,14,0,65.8,457,18,1,0,8.1,14.6,2022-08-14 13:00:00+00:00,90,0,0,0,0,0,320890,0,1,1,2,21509,45044,23535,50,0,2,0.1,Nott'm Forest,West Ham
2022-23,Aaron Cresswell,DEF,0,0,6,0,38.8,457,30,2,0,6.7,10.2,2022-08-21 13:00:00+00:00,90,0,0,0,0,0,307342,2,0,18,0,-19414,20572,39986,50,1,3,0.15,West Ham,Brighton
2022-23,Aaron Cresswell,DEF,0,0,26,1,5.8,457,32,0,0,2.8,13.8,2022-08-28 13:00:00+00:00,90,0,0,0,0,0,257633,1,0,8,6,-53162,5437,58599,50,0,4,0.1,Aston Villa,West Ham
2022-23,Aaron Cresswell,DEF,0,0,16,0,1.5,457,47,1,0,2.9,27,2022-08-31 18:45:00+00:00,71,0,0,0,0,0,239899,1,1,0,2,-21500,5184,26684,49,0,5,0.225,West Ham,Spurs
2022-23,Aaron Cresswell,DEF,0,0,0,0,0,457,54,0,0,0,0,2022-09-03 14:00:00+00:00,0,0,0,0,0,0,207982,1,2,0,0,-33385,5180,38565,49,0,6,0.25,Chelsea,West Ham
2022-23,Aaron Cresswell,DEF,0,0,13,0,31.8,457,75,1,0,5.3,11,2022-09-18 13:15:00+00:00,90,0,0,0,0,0,193179,0,1,10,2,6734,17465,10731,48,0,8,0.2,Everton,West Ham
2022-23,Aaron Cresswell,DEF,0,0,21,1,12.1,457,90,0,0,2.8,15.8,2022-10-01 16:30:00+00:00,90,0,0,0,0,0,208118,0,2,0,5,17709,30963,13254,48,1,9,0.25,West Ham,Wolves
2022-23,Aaron Cresswell,DEF,0,0,20,0,42.8,457,100,1,0,6.9,24.2,2022-10-09 13:00:00+00:00,90,0,0,0,0,0,250600,1,3,2,2,39911,49989,10078,48,0,10,0.225,West Ham,Fulham
2022-23,Aaron Cresswell,DEF,0,1,19,0,47.9,457,108,1,0,7.1,21,2022-10-16 13:00:00+00:00,90,0,0,0,0,0,267408,1,1,2,3,16237,27263,11026,48,0,11,0.225,Southampton,West Ham
2022-23,Aaron Cresswell,DEF,0,0,23,0,30.9,457,118,1,0,5.8,27.2,2022-10-19 18:30:00+00:00,90,0,0,0,0,0,248750,0,1,0,2,-7893,8141,16034,48,0,12,0.3,Liverpool,West Ham
2022-23,Aaron Cresswell,DEF,0,2,33,1,59.6,457,129,0,0,10.5,28,2022-10-24 19:00:00+00:00,90,0,0,0,0,0,278345,0,2,17,8,17288,29127,11839,48,0,13,0.3,West Ham,Bournemouth
2022-23,Aaron Cresswell,DEF,0,0,15,0,16.5,457,139,1,0,3.4,15.4,2022-10-30 16:15:00+00:00,90,0,0,0,0,0,273592,0,1,2,2,-5129,13737,18866,48,0,14,0.375,Man Utd,West Ham
2022-23,Aaron Cresswell,DEF,0,0,12,0,15,457,149,2,0,2.4,9,2022-11-06 14:00:00+00:00,90,0,0,0,0,0,298991,2,1,0,1,22193,33820,11627,48,0,15,0.375,West Ham,Crystal Palace
2022-23,Aaron Cresswell,DEF,0,0,19,0,59.3,457,159,2,0,8,20.6,2022-11-12 15:00:00+00:00,90,0,0,0,0,0,287394,2,0,0,1,-10899,10497,21396,48,0,16,0.325,West Ham,Leicester
2022-23,Aaron Cresswell,DEF,0,0,7,0,4.8,457,161,3,0,1.5,9.8,2022-12-26 20:00:00+00:00,90,0,0,0,0,0,177374,1,3,0,1,-110458,11886,122344,48,0,17,0.3,Arsenal,West Ham
2022-23,Aaron Cresswell,DEF,0,0,17,0,16.6,457,179,2,0,3.5,17.4,2022-12-30 19:45:00+00:00,90,0,0,0,0,0,187107,2,0,1,1,8454,15630,7176,48,0,18,0.125,West Ham,Brentford
2022-23,Aaron Cresswell,DEF,0,0,3,0,0.6,457,187,1,0,0.3,2.6,2023-01-04 19:45:00+00:00,22,0,0,0,0,0,184702,2,2,0,1,-2685,5862,8547,48,0,19,0.1,Leeds,West Ham
2022-23,Aaron Cresswell,DEF,0,0,15,0,10.4,457,200,1,0,3.2,16.2,2023-01-14 15:00:00+00:00,90,0,0,0,0,0,177421,0,1,5,2,-7347,4256,11603,48,0,20,0.1,Wolves,West Ham
2022-23,Aaron Cresswell,DEF,0,0,0,0,0,457,210,0,0,0,0,2023-01-21 15:00:00+00:00,0,0,0,0,0,0,180135,0,2,0,0,1527,8114,6587,48,0,21,0.125,West Ham,Everton
2022-23,Aaron Cresswell,DEF,0,0,0,0,0,457,217,0,0,0,0,2023-02-04 17:30:00+00:00,0,0,0,0,0,0,167645,1,1,0,0,-12250,1825,14075,48,0,22,0.1,Newcastle,West Ham
2022-23,Aaron Cresswell,DEF,0,0,0,0,0,457,230,0,0,0,0,2023-02-11 12:30:00+00:00,0,0,0,0,0,0,162440,1,1,0,0,-5621,1493,7114,48,0,23,0.075,West Ham,Chelsea
2022-23,Aaron Cresswell,DEF,0,0,0,0,0,457,239,0,0,0,0,2023-02-19 16:30:00+00:00,0,0,0,0,0,0,152615,0,2,0,0,-9912,210,10122,47,0,24,0.05,Spurs,West Ham
2022-23,Aaron Cresswell,DEF,0,0,4,0,15.9,457,250,0,0,2.3,6.6,2023-02-25 15:00:00+00:00,45,0,0,0,0,0,160381,0,4,0,1,2354,7516,5162,47,0,25,0,West Ham,Nott'm Forest
2022-23,Aaron Cresswell,DEF,0,0,0,0,0,457,254,0,0,0,0,2023-03-04 15:00:00+00:00,0,0,0,0,0,0,152451,0,4,0,0,-3109,1812,4921,47,0,26,0.025,Brighton,West Ham
2022-23,Aaron Cresswell,DEF,0,0,0,0,0,457,270,0,0,0,0,2023-03-12 14:00:00+00:00,0,0,0,0,0,0,147846,1,1,0,0,-4612,720,5332,47,0,27,0.025,West Ham,Aston Villa
2022-23,Aaron Cresswell,DEF,0,0,3,0,0,457,290,0,0,0.1,1,2023-04-02 13:00:00+00:00,2,0,0,0,0,0,149469,0,1,0,1,3676,6024,2348,47,0,29,0.025,West Ham,Southampton
2022-23,Aaron Cresswell,DEF,0,0,0,0,0,457,70,0,0,0,0,2023-04-05 19:00:00+00:00,0,0,0,0,0,0,149469,5,1,0,0,3676,6024,2348,47,0,29,0.05,West Ham,Newcastle
2022-23,Aaron Cresswell,DEF,0,2,27,1,33.2,457,293,0,0,5.8,22.6,2023-04-08 14:00:00+00:00,90,0,0,0,0,0,146572,1,0,2,8,-2039,980,3019,47,0,30,0.025,Fulham,West Ham
2022-23,Aaron Cresswell,DEF,0,0,7,0,39.1,457,309,2,0,6.2,13.6,2023-04-16 13:00:00+00:00,90,0,0,0,0,0,148074,2,2,9,0,1240,2852,1612,47,1,31,0.225,West Ham,Arsenal
2022-23,Aaron Cresswell,DEF,1,3,37,1,26.9,457,312,0,0,5.5,23.6,2023-04-23 13:00:00+00:00,90,0,0,0,0,0,161445,4,0,4,12,8222,9907,1685,47,0,32,0.225,Bournemouth,West Ham
2022-23,Aaron Cresswell,DEF,0,0,11,0,19.3,457,326,2,0,2.8,8.4,2023-04-26 18:45:00+00:00,90,0,0,0,0,0,172331,2,1,0,1,15557,20119,4562,47,0,33,0.5,West Ham,Liverpool
2022-23,Aaron Cresswell,DEF,0,0,6,0,1.1,457,335,1,0,1.4,12.6,2023-04-29 11:30:00+00:00,45,0,0,0,0,0,191554,3,4,0,1,13195,18186,4991,47,0,34,0.525,Crystal Palace,West Ham
2022-23,Aaron Cresswell,DEF,0,0,14,0,2.8,457,277,3,0,1,6.8,2023-05-03 19:00:00+00:00,90,0,0,0,0,0,191554,0,3,0,1,13195,18186,4991,47,0,34,0.35,Man City,West Ham
2022-23,Aaron Cresswell,DEF,0,0,25,1,15.7,457,349,0,0,2.6,10.6,2023-05-07 18:00:00+00:00,90,0,0,0,0,0,178596,0,1,0,6,-7078,2068,9146,47,0,35,0.375,West Ham,Man Utd
2022-23,Aaron Cresswell,DEF,0,0,0,0,0,457,353,0,0,0,0,2023-05-14 13:00:00+00:00,0,0,0,0,0,0,178817,0,2,0,0,-73,4577,4650,47,0,36,0.225,Brentford,West Ham
2022-23,Aaron Cresswell,DEF,0,0,0,0,0,457,369,0,0,0,0,2023-05-21 12:30:00+00:00,0,0,0,0,0,0,177114,1,3,0,0,-1574,4350,5924,47,0,37,0.2,West Ham,Leeds
2022-23,Aaron Cresswell,DEF,0,0,10,0,0,457,378,2,0,0,0,2023-05-28 15:30:00+00:00,70,0,0,0,0,0,176161,1,2,0,1,-1026,2656,3682,47,0,38,0.175,Leicester,West Ham
2022-23,Aaron Hickey,DEF,0,0,8,0,2.2,510,6,2,0,0.4,1.8,2022-08-07 13:00:00+00:00,83,0,0,0,0,0,25558,2,2,0,1,0,0,0,50,0,1,0,Leicester,Brentford
2022-23,Aaron Hickey,DEF,0,0,19,1,2.2,510,13,0,0,3.2,8.8,2022-08-13 16:30:00+00:00,79,0,0,0,0,0,27731,0,4,21,6,-1498,1542,3040,50,0,2,0.1,Brentford,Man Utd
2022-23,Aaron Hickey,DEF,0,0,3,0,0.3,510,24,2,0,0.2,2,2022-08-20 14:00:00+00:00,59,0,0,0,0,0,42584,2,3,0,0,7965,11646,3681,50,0,3,0.35,Fulham,Brentford
2022-23,Aaron Hickey,DEF,0,0,10,0,13.9,510,33,1,0,4.5,12.6,2022-08-27 14:00:00+00:00,90,0,0,0,0,0,41617,1,1,18,1,-3004,4576,7580,50,1,4,0.233,Brentford,Everton
2022-23,Aaron Hickey,DEF,0,0,17,0,1.4,510,43,1,0,2.4,22.8,2022-08-30 18:30:00+00:00,78,0,0,0,0,0,40191,1,1,0,1,-2891,2598,5489,50,1,5,0.2,Crystal Palace,Brentford
2022-23,Aaron Hickey,DEF,0,0,7,0,4.4,510,52,2,0,2.2,17.2,2022-09-03 14:00:00+00:00,90,0,0,0,0,0,40259,2,5,0,0,-1594,3496,5090,50,1,6,0.2,Brentford,Leeds
2022-23,Aaron Hickey,DEF,0,0,14,0,2.5,510,72,3,0,2,17.6,2022-09-18 11:00:00+00:00,90,0,0,0,0,0,41394,3,0,0,1,-374,1645,2019,50,0,8,0.05,Brentford,Arsenal
2022-23,Aaron Hickey,DEF,0,0,-2,0,1.5,510,82,0,0,0.3,1.8,2022-10-01 14:00:00+00:00,29,0,0,0,0,0,44216,0,0,0,0,2031,5196,3165,50,1,9,0.075,Bournemouth,Brentford
2022-23,Aaron Hickey,DEF,1,0,14,0,1.6,510,98,4,0,2.2,14.2,2022-10-08 14:00:00+00:00,82,0,0,0,0,0,41162,1,5,6,3,-2959,1819,4778,50,0,10,0.05,Newcastle,Brentford
