season,name,position,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,GW,form,home_team,away_team
2022-23,Carlos Vinícius Alves Morais,FWD,0,3,32,1,11.3,618,360,0,1,7.6,34.6,2023-05-13 14:00:00+00:00,64,0,0,0,0,0,46612,2,0,30,9,10795,14923,4128,54,0,36,0.5,Southampton,Fulham
2022-23,Carlos Vinícius Alves Morais,FWD,0,0,0,0,0,618,363,0,0,0,0,2023-05-20 14:00:00+00:00,0,0,0,0,0,0,68515,2,2,0,0,19469,24481,5012,54,0,37,0.7,Fulham,Crystal Palace
2022-23,Carlos Vinícius Alves Morais,FWD,0,0,1,0,0,618,379,0,0,0,0,2023-05-28 15:30:00+00:00,10,0,0,0,0,0,55022,1,2,0,1,-10427,2733,13160,54,0,38,0.5,Man Utd,Fulham
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,8,0,0,0,0,2021-08-14 14:00:00+00:00,0,0,0,0,0,0,1933,2,3,0,0,0,0,0,45,0,1,0,Watford,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,11,0,0,0,0,2021-08-21 14:00:00+00:00,0,0,0,0,0,0,2912,0,2,0,0,53,404,351,45,0,2,0,Aston Villa,Newcastle
2021-22,Carney Chukwuemeka,MID,0,0,6,0,3.3,526,21,1,0,0.6,2.8,2021-08-28 14:00:00+00:00,62,0,0,0,0,0,3114,1,1,0,2,-68,404,472,45,0,3,0,Aston Villa,Brentford
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,33,0,0,0,0,2021-09-11 16:30:00+00:00,0,0,0,0,0,0,4148,0,3,0,0,453,1559,1106,45,0,4,0.067,Chelsea,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,41,0,0,0,0,2021-09-18 16:30:00+00:00,0,0,0,0,0,0,3453,0,3,0,0,-605,195,800,45,0,5,0.05,Aston Villa,Everton
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,58,0,0,0,0,2021-09-25 11:30:00+00:00,0,0,0,0,0,0,3352,1,0,0,0,-209,300,509,45,0,6,0.05,Man Utd,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,68,0,0,0,0,2021-10-03 13:00:00+00:00,0,0,0,0,0,0,3377,1,2,0,0,-97,224,321,45,0,7,0.05,Spurs,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,72,0,0,0,0,2021-10-16 14:00:00+00:00,0,0,0,0,0,0,3525,3,2,0,0,61,299,238,45,0,8,0,Aston Villa,Wolves
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,81,0,0,0,0,2021-10-22 19:00:00+00:00,0,0,0,0,0,0,3553,1,3,0,0,-47,174,221,45,0,9,0,Arsenal,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,91,0,0,0,0,2021-10-31 16:30:00+00:00,0,0,0,0,0,0,3504,4,1,0,0,-118,128,246,45,0,10,0,Aston Villa,West Ham
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,109,0,0,0,0,2021-11-05 20:00:00+00:00,0,0,0,0,0,0,3538,0,1,0,0,-13,120,133,45,0,11,0,Southampton,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,111,0,0,0,0,2021-11-20 15:00:00+00:00,0,0,0,0,0,0,3568,0,2,0,0,-48,132,180,45,0,12,0,Aston Villa,Brighton
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,126,0,0,0,0,2021-11-27 15:00:00+00:00,0,0,0,0,0,0,3618,2,1,0,0,4,163,159,45,0,13,0,Crystal Palace,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,-1,0,0.8,526,131,0,0,2.7,5,2021-12-01 20:15:00+00:00,23,0,0,0,0,0,3595,2,1,21,1,-48,77,125,45,0,14,0,Aston Villa,Man City
2021-22,Carney Chukwuemeka,MID,0,0,5,0,10.4,526,141,0,0,1.6,5.2,2021-12-05 16:30:00+00:00,12,0,0,0,0,0,3693,1,2,0,1,57,181,124,45,0,15,0.025,Aston Villa,Leicester
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,158,0,0,0,0,2021-12-11 15:00:00+00:00,0,0,0,0,0,0,3758,0,1,0,0,17,160,143,45,0,16,0.05,Liverpool,Aston Villa
2021-22,Carney Chukwuemeka,MID,1,0,15,0,10.8,526,167,0,0,3.5,18,2021-12-14 19:45:00+00:00,7,0,0,0,0,0,3727,2,0,6,4,-45,93,138,45,0,17,0.05,Norwich,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,2,0,1,526,181,1,0,1,0.6,2021-12-26 17:30:00+00:00,16,0,0,0,0,0,4381,3,1,8,1,-20,199,219,45,0,19,0.15,Aston Villa,Chelsea
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,202,0,0,0,0,2022-01-02 14:00:00+00:00,0,0,0,0,0,0,4254,1,2,0,0,-17,197,214,45,0,21,0.15,Brentford,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,3,0,0.7,526,211,0,0,0.3,0.2,2022-01-15 17:30:00+00:00,14,0,0,0,0,0,4139,2,2,2,1,-150,162,312,45,0,22,0.125,Aston Villa,Man Utd
2021-22,Carney Chukwuemeka,MID,0,0,4,0,0,526,225,0,0,0.3,3,2022-01-22 12:30:00+00:00,16,0,0,0,0,0,4135,1,0,0,1,-1,172,173,45,0,23,0.15,Everton,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,2,0,1.7,526,231,1,0,1.4,1.8,2022-02-09 20:00:00+00:00,31,0,0,0,0,0,4270,3,3,10,1,60,247,187,45,0,24,0.075,Aston Villa,Leeds
2021-22,Carney Chukwuemeka,MID,0,0,3,0,0.5,526,247,0,0,0.1,0.4,2022-02-13 14:00:00+00:00,5,0,0,0,0,0,4387,0,1,0,1,79,268,189,45,0,25,0.075,Newcastle,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,252,0,0,0,0,2022-02-19 15:00:00+00:00,0,0,0,0,0,0,4694,1,0,0,0,173,381,208,45,0,26,0.1,Aston Villa,Watford
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,263,0,0,0,0,2022-02-26 15:00:00+00:00,0,0,0,0,0,0,4853,2,0,0,0,55,256,201,45,0,27,0.075,Brighton,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,271,0,0,0,0,2022-03-05 15:00:00+00:00,0,0,0,0,0,0,4528,0,4,0,0,-105,162,267,45,0,28,0.05,Aston Villa,Southampton
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,196,0,0,0,0,2022-03-10 19:45:00+00:00,0,0,0,0,0,0,4528,3,0,0,0,-105,162,267,45,0,28,0.025,Leeds,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,290,0,0,0,0,2022-03-13 14:00:00+00:00,0,0,0,0,0,0,4504,1,2,0,0,-77,156,233,45,0,29,0,West Ham,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,291,0,0,0,0,2022-03-19 12:30:00+00:00,0,0,0,0,0,0,4523,1,0,0,0,7,105,98,45,0,30,0,Aston Villa,Arsenal
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,310,0,0,0,0,2022-04-02 14:00:00+00:00,0,0,0,0,0,0,4543,1,2,0,0,-6,116,122,45,0,31,0,Wolves,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,312,0,0,0,0,2022-04-09 16:30:00+00:00,0,0,0,0,0,0,4533,4,0,0,0,-26,69,95,45,0,32,0,Aston Villa,Spurs
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,337,0,0,0,0,2022-04-23 14:00:00+00:00,0,0,0,0,0,0,4571,0,0,0,0,37,123,86,45,0,34,0,Leicester,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,341,0,0,0,0,2022-04-30 14:00:00+00:00,0,0,0,0,0,0,4606,0,2,0,0,15,116,101,45,0,35,0,Aston Villa,Norwich
2021-22,Carney Chukwuemeka,MID,0,0,2,0,0.8,526,354,1,0,2.6,3.6,2022-05-07 14:00:00+00:00,21,0,0,0,0,0,4649,3,1,22,1,6,141,135,45,0,36,0,Burnley,Aston Villa
2021-22,Carney Chukwuemeka,MID,0,0,3,0,2.3,526,321,1,0,0.4,1.4,2022-05-10 19:00:00+00:00,28,0,0,0,0,0,4649,2,1,0,1,6,141,135,45,0,36,0.025,Aston Villa,Liverpool
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,361,0,0,0,0,2022-05-15 13:00:00+00:00,0,0,0,0,0,0,4847,1,1,0,0,143,261,118,45,0,37,0.05,Aston Villa,Crystal Palace
2021-22,Carney Chukwuemeka,MID,0,0,-1,0,2.3,526,171,1,0,0.4,2,2022-05-19 19:00:00+00:00,56,0,0,0,0,0,4847,1,1,0,1,143,261,118,45,0,37,0.05,Aston Villa,Burnley
2021-22,Carney Chukwuemeka,MID,0,0,0,0,0,526,379,0,0,0,0,2022-05-22 15:00:00+00:00,0,0,0,0,0,0,4993,2,3,0,0,125,261,136,45,0,38,0.075,Man City,Aston Villa
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,3,0,0,0,0,2022-08-06 16:30:00+00:00,0,0,0,0,0,0,55909,1,0,0,0,0,0,0,45,0,1,0,Everton,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,15,0,0,0,0,2022-08-14 15:30:00+00:00,0,0,0,0,0,0,55831,2,2,0,0,-4444,4000,8444,45,0,2,0,Chelsea,Spurs
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,25,0,0,0,0,2022-08-21 13:00:00+00:00,0,0,0,0,0,0,50169,0,3,0,0,-6754,2954,9708,45,0,3,0,Leeds,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,35,0,0,0,0,2022-08-27 14:00:00+00:00,0,0,0,0,0,0,57609,1,2,0,0,2927,14267,11340,44,0,4,0,Chelsea,Leicester
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,50,0,0,0,0,2022-08-30 18:45:00+00:00,0,0,0,0,0,0,52516,1,2,0,0,-4897,2122,7019,44,0,5,0,Southampton,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,54,0,0,0,0,2022-09-03 14:00:00+00:00,0,0,0,0,0,0,49489,1,2,0,0,-3762,2228,5990,44,0,6,0,Chelsea,West Ham
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,83,0,0,0,0,2022-10-01 14:00:00+00:00,0,0,0,0,0,0,67365,2,1,0,0,2054,8938,6884,43,0,9,0,Crystal Palace,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,3,0,0.1,48,94,0,0,0,0.2,2022-10-08 14:00:00+00:00,4,0,0,0,0,0,61729,0,3,0,1,-5425,2559,7984,43,0,10,0,Chelsea,Wolves
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,101,0,0,0,0,2022-10-16 13:00:00+00:00,0,0,0,0,0,0,62729,2,0,0,0,-6,4188,4194,43,0,11,0.025,Aston Villa,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,3,0,11.9,48,113,0,0,4.1,5.6,2022-10-19 18:30:00+00:00,28,0,0,0,0,0,59213,0,0,23,1,-2361,1284,3645,43,0,12,0.025,Brentford,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,3,0,0.3,48,122,1,0,0.2,1.6,2022-10-22 16:30:00+00:00,11,0,0,0,0,0,61226,1,1,0,1,397,2648,2251,43,0,13,0.05,Chelsea,Man Utd
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,134,0,0,0,0,2022-10-29 14:00:00+00:00,0,0,0,0,0,0,59399,1,4,0,0,-1924,1907,3831,43,0,14,0.075,Brighton,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,142,0,0,0,0,2022-11-06 12:00:00+00:00,0,0,0,0,0,0,54521,1,0,0,0,-4799,367,5166,43,0,15,0.05,Chelsea,Arsenal
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,156,0,0,0,0,2022-11-12 17:30:00+00:00,0,0,0,0,0,0,50236,0,1,0,0,-4359,77,4436,43,0,16,0.05,Newcastle,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,164,0,0,0,0,2022-12-27 17:30:00+00:00,0,0,0,0,0,0,42550,0,2,0,0,-7833,429,8262,43,0,17,0.025,Chelsea,Bournemouth
2022-23,Carney Chukwuemeka,MID,0,0,3,0,0,48,177,0,0,0,0.2,2023-01-01 16:30:00+00:00,3,0,0,0,0,0,41700,1,1,0,1,-897,168,1065,43,0,18,0,Nott'm Forest,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,6,0,18.2,48,184,1,0,6.3,19.2,2023-01-05 20:00:00+00:00,68,0,0,0,0,0,41117,1,0,26,2,-608,125,733,43,0,19,0.025,Chelsea,Man City
2022-23,Carney Chukwuemeka,MID,0,0,4,0,11.3,48,64,0,0,1.7,3.6,2023-01-12 20:00:00+00:00,11,0,0,0,0,0,41117,1,2,2,1,-608,125,733,43,0,19,0.075,Fulham,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,10,1,7.2,48,194,0,0,2.1,6.4,2023-01-15 14:00:00+00:00,62,0,0,0,0,0,41712,0,1,7,3,364,1564,1200,43,0,20,0.1,Chelsea,Crystal Palace
2022-23,Carney Chukwuemeka,MID,0,0,3,0,0.3,48,207,0,0,0.8,1.2,2023-01-21 12:30:00+00:00,8,0,0,0,0,0,41459,0,0,6,1,-266,839,1105,43,0,21,0.175,Liverpool,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,214,0,0,0,0,2023-02-03 20:00:00+00:00,0,0,0,0,0,0,40602,0,0,0,0,-980,904,1884,43,0,22,0.175,Chelsea,Fulham
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,230,0,0,0,0,2023-02-11 12:30:00+00:00,0,0,0,0,0,0,40039,1,1,0,0,-628,285,913,43,0,23,0.125,West Ham,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,234,0,0,0,0,2023-02-18 15:00:00+00:00,0,0,0,0,0,0,39603,1,0,0,0,-489,196,685,43,0,24,0.1,Chelsea,Southampton
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,249,0,0,0,0,2023-02-26 13:30:00+00:00,0,0,0,0,0,0,39308,0,2,0,0,-413,326,739,43,0,25,0.025,Spurs,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,7,0,0.5,48,255,0,0,1.1,8.4,2023-03-04 15:00:00+00:00,15,0,0,0,0,0,38826,0,1,2,1,-439,117,556,43,0,26,0,Chelsea,Leeds
2022-23,Carney Chukwuemeka,MID,0,0,2,0,1.4,48,266,0,0,0.1,0,2023-03-11 15:00:00+00:00,8,0,0,0,0,0,38479,3,1,0,1,-387,173,560,43,0,27,0.025,Leicester,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,3,0,1,48,275,1,0,0.1,0.4,2023-03-18 17:30:00+00:00,4,0,0,0,0,0,38320,2,2,0,1,-260,137,397,43,0,28,0.05,Chelsea,Everton
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,284,0,0,0,0,2023-04-01 16:30:00+00:00,0,0,0,0,0,0,38103,2,0,0,0,-214,239,453,42,0,29,0.075,Chelsea,Aston Villa
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,74,0,0,0,0,2023-04-04 19:00:00+00:00,0,0,0,0,0,0,38103,0,0,0,0,-214,239,453,42,0,29,0.075,Chelsea,Liverpool
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,300,0,0,0,0,2023-04-08 14:00:00+00:00,0,0,0,0,0,0,37991,0,1,0,0,-147,145,292,42,0,30,0.05,Wolves,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,302,0,0,0,0,2023-04-15 14:00:00+00:00,0,0,0,0,0,0,37854,2,1,0,0,-145,156,301,42,0,31,0.025,Chelsea,Brighton
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,328,0,0,0,0,2023-04-26 18:45:00+00:00,0,0,0,0,0,0,37674,2,0,0,0,-13,120,133,42,0,33,0,Chelsea,Brentford
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,331,0,0,0,0,2023-05-02 19:00:00+00:00,0,0,0,0,0,0,37651,1,3,0,0,-55,143,198,42,0,34,0,Arsenal,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,341,0,0,0,0,2023-05-06 14:00:00+00:00,0,0,0,0,0,0,37861,3,1,0,0,165,396,231,42,0,35,0,Bournemouth,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,0,0,0,48,354,0,0,0,0,2023-05-13 14:00:00+00:00,0,0,0,0,0,0,37748,2,2,0,0,-129,196,325,42,0,36,0,Chelsea,Nott'm Forest
2022-23,Carney Chukwuemeka,MID,0,0,4,0,10.5,48,365,0,0,1.4,3.4,2023-05-21 15:00:00+00:00,9,0,0,0,0,0,37912,0,1,0,1,75,353,278,42,0,37,0,Man City,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,14,0,7,48,319,4,0,2,7.4,2023-05-25 19:00:00+00:00,81,0,0,0,0,0,37912,1,4,6,2,75,353,278,42,0,37,0.025,Man Utd,Chelsea
2022-23,Carney Chukwuemeka,MID,0,0,6,0,0,48,374,0,0,0,0,2023-05-28 15:30:00+00:00,30,0,0,0,0,0,38202,1,1,0,1,273,485,212,42,0,38,0.075,Chelsea,Newcastle
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,100,0,0,0,0,2021-11-01 20:00:00+00:00,0,0,0,0,0,0,0,1,2,0,0,0,0,0,50,0,10,0,Wolves,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,106,0,0,0,0,2021-11-07 14:00:00+00:00,0,0,0,0,0,0,609,0,0,0,0,404,484,80,50,0,11,0,Everton,Spurs
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,115,0,0,0,0,2021-11-21 14:00:00+00:00,0,0,0,0,0,0,1572,0,3,0,0,512,842,330,50,0,12,0,Man City,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,122,0,0,0,0,2021-11-28 14:00:00+00:00,0,0,0,0,0,0,2240,0,1,0,0,399,800,401,50,0,13,0,Brentford,Everton
2021-22,Cenk Tosun,FWD,0,0,3,0,0.1,622,132,0,0,0,0,2021-12-01 20:15:00+00:00,5,0,0,0,0,0,2676,4,1,0,1,277,654,377,50,0,14,0,Everton,Liverpool
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,142,0,0,0,0,2021-12-06 20:00:00+00:00,0,0,0,0,0,0,3432,1,2,0,0,525,1040,515,50,0,15,0.025,Everton,Arsenal
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,156,0,0,0,0,2021-12-12 16:30:00+00:00,0,0,0,0,0,0,3877,1,3,0,0,194,906,712,50,0,16,0.025,Crystal Palace,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,168,0,0,0,0,2021-12-16 19:45:00+00:00,0,0,0,0,0,0,4170,1,1,0,0,120,757,637,50,0,17,0.025,Chelsea,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,205,0,0,0,0,2022-01-02 14:00:00+00:00,0,0,0,0,0,0,5996,3,2,0,0,25,837,812,50,0,21,0.025,Everton,Brighton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,217,0,0,0,0,2022-01-15 15:00:00+00:00,0,0,0,0,0,0,5999,1,2,0,0,-230,841,1071,50,0,22,0,Norwich,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,225,0,0,0,0,2022-01-22 12:30:00+00:00,0,0,0,0,0,0,6547,1,0,0,0,422,110855,110433,50,0,23,0,Everton,Aston Villa
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,239,0,0,0,0,2022-02-08 19:45:00+00:00,0,0,0,0,0,0,7073,1,3,0,0,180,999,819,50,0,24,0,Newcastle,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,244,0,0,0,0,2022-02-12 15:00:00+00:00,0,0,0,0,0,0,7521,0,3,0,0,388,934,546,50,0,25,0,Everton,Leeds
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,258,0,0,0,0,2022-02-19 15:00:00+00:00,0,0,0,0,0,0,8147,0,2,0,0,388,1125,737,50,0,26,0,Southampton,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,266,0,0,0,0,2022-02-26 17:30:00+00:00,0,0,0,0,0,0,8255,1,0,0,0,24,789,765,50,0,27,0,Everton,Man City
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,278,0,0,0,0,2022-03-07 20:00:00+00:00,0,0,0,0,0,0,8449,0,5,0,0,62,711,649,50,0,28,0,Spurs,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,286,0,0,0,0,2022-03-13 14:00:00+00:00,0,0,0,0,0,0,9110,1,0,0,0,289,1097,808,50,0,29,0,Everton,Wolves
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,195,0,0,0,0,2022-03-17 19:45:00+00:00,0,0,0,0,0,0,9110,0,1,0,0,289,1097,808,50,0,29,0,Everton,Newcastle
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,309,0,0,0,0,2022-04-03 13:00:00+00:00,0,0,0,0,0,0,9150,1,2,0,0,152,610,458,50,0,31,0,West Ham,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,183,0,0,0,0,2022-04-06 18:30:00+00:00,0,0,0,0,0,0,9150,2,3,0,0,152,610,458,50,0,31,0,Burnley,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,314,0,0,0,0,2022-04-09 11:30:00+00:00,0,0,0,0,0,0,9474,0,1,0,0,223,672,449,50,0,32,0,Everton,Man Utd
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,172,0,0,0,0,2022-04-20 18:45:00+00:00,0,0,0,0,0,0,9777,1,1,0,0,140,854,714,50,0,33,0,Everton,Leicester
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,338,0,0,0,0,2022-04-24 15:30:00+00:00,0,0,0,0,0,0,10127,0,2,0,0,258,864,606,50,0,34,0,Liverpool,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,342,0,0,0,0,2022-05-01 13:00:00+00:00,0,0,0,0,0,0,10253,0,1,0,0,40,585,545,50,0,35,0,Everton,Chelsea
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,357,0,0,0,0,2022-05-08 13:00:00+00:00,0,0,0,0,0,0,10776,2,1,0,0,298,1001,703,50,0,36,0,Leicester,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,299,0,0,0,0,2022-05-11 18:45:00+00:00,0,0,0,0,0,0,10776,0,0,0,0,298,1001,703,50,0,36,0,Watford,Everton
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,362,0,0,0,0,2022-05-15 15:30:00+00:00,0,0,0,0,0,0,11066,3,2,0,0,238,952,714,50,0,37,0,Everton,Brentford
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,322,0,0,0,0,2022-05-19 18:45:00+00:00,0,0,0,0,0,0,11066,2,3,0,0,238,952,714,50,0,37,0,Everton,Crystal Palace
2021-22,Cenk Tosun,FWD,0,0,0,0,0,622,371,0,0,0,0,2022-05-22 15:00:00+00:00,0,0,0,0,0,0,11355,1,5,0,0,200,776,576,50,0,38,0,Arsenal,Everton
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,14,0,0,0,0,2021-08-21 14:00:00+00:00,0,0,0,0,0,0,0,2,2,0,0,0,0,0,40,0,2,0,Leeds,Everton
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,29,0,0,0,0,2021-08-29 13:00:00+00:00,0,0,0,0,0,0,9172,1,1,0,0,5230,6034,804,40,0,3,0,Burnley,Leeds
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,36,0,0,0,0,2021-09-12 15:30:00+00:00,0,0,0,0,0,0,24833,3,0,0,0,10095,14095,4000,40,0,4,0,Leeds,Liverpool
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,46,0,0,0,0,2021-09-17 19:00:00+00:00,0,0,0,0,0,0,29297,1,1,0,0,3268,6391,3123,40,0,5,0,Newcastle,Leeds
2021-22,Charlie Cresswell,DEF,0,0,8,0,0.4,563,56,2,0,1.8,17.8,2021-09-25 14:00:00+00:00,90,0,0,0,0,0,31726,2,1,0,1,1081,4666,3585,40,0,6,0,Leeds,West Ham
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,65,0,0,0,0,2021-10-02 14:00:00+00:00,0,0,0,0,0,0,37756,0,1,0,0,4458,7770,3312,40,0,7,0.025,Leeds,Watford
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,79,0,0,0,0,2021-10-16 14:00:00+00:00,0,0,0,0,0,0,37977,0,1,0,0,-436,3081,3517,40,0,8,0.025,Southampton,Leeds
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,87,0,0,0,0,2021-10-23 14:00:00+00:00,0,0,0,0,0,0,37882,1,1,0,0,-637,1873,2510,40,0,9,0.025,Leeds,Wolves
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,97,0,0,0,0,2021-10-31 14:00:00+00:00,0,0,0,0,0,0,37812,2,1,0,0,-794,2290,3084,40,0,10,0.025,Norwich,Leeds
2021-22,Charlie Cresswell,DEF,0,0,3,0,0,563,107,0,0,0.2,2.2,2021-11-07 14:00:00+00:00,1,0,0,0,0,0,37289,1,1,0,1,-996,1158,2154,40,0,11,0,Leeds,Leicester
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,118,0,0,0,0,2021-11-21 16:30:00+00:00,0,0,0,0,0,0,37472,1,2,0,0,-467,1483,1950,40,0,12,0.025,Spurs,Leeds
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,123,0,0,0,0,2021-11-27 17:30:00+00:00,0,0,0,0,0,0,36947,0,0,0,0,-760,1122,1882,40,0,13,0.025,Brighton,Leeds
2021-22,Charlie Cresswell,DEF,0,0,3,0,0,563,133,0,0,0,0,2021-11-30 20:15:00+00:00,1,0,0,0,0,0,36769,0,1,0,1,-425,741,1166,40,0,14,0.025,Leeds,Crystal Palace
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,143,0,0,0,0,2021-12-05 14:00:00+00:00,0,0,0,0,0,0,37126,2,2,0,0,140,1323,1183,40,0,15,0.05,Leeds,Brentford
2021-22,Charlie Cresswell,DEF,0,0,3,0,0,563,155,1,0,0,0,2021-12-11 15:00:00+00:00,3,0,0,0,0,0,37930,2,3,0,1,413,1810,1397,40,0,16,0.025,Chelsea,Leeds
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,170,0,0,0,0,2021-12-14 20:00:00+00:00,0,0,0,0,0,0,38595,0,7,0,0,308,1686,1378,40,0,17,0.05,Man City,Leeds
2021-22,Charlie Cresswell,DEF,0,0,0,0,0,563,173,0,0,0,0,2021-12-18 17:30:00+00:00,0,0,0,0,0,0,41337,4,1,0,0,280,1566,1286,40,0,18,0.05,Leeds,Arsenal
